,序号,月份,GPS样点,样品号,铝（Al3961）,砷（As1890）,硼（B2089）,硼（B2496）,硼（B2497）,钡（Ba4934）,铍（Be2348）,钙（Ca3179）,镉（Cd2265）,铂（Co2286）,铂（Co2378）,铬（Cr2835）,铜（Cu3273）,铁（Fe2382）,铁（Fe2395）,铁（Hg2599）,汞（Hg1849）,汞（Hg1942）,钾（K7664）,钾（K7698）,镁（Mg2795）,镁（Mg2802）,镁（Mg2852）,锰（Mn2605）,钼（Mo2045）,钠（Na5895）,镍（Ni2316）,磷（P1774）,磷（P1782）,铅（Pb1822）,硒（Se1960）,硅（Si2124）,硅（Si2516）,硅（Si2881）,锡（Sn2429）,锡（Sn2839）,锶（Sr2152）,锶（Sr2165）,锶（Sr3464硅）,钛（Ti3234）,钛（Ti3361）,钒（V2924）,锌（Zn2062）
220,221,8,2W7-3,st8-45,-0.2025,-0.0042,0.0121,0.0166,-0.0034,0.0172,0.0004,3.212,-0.0002,0.0,0.0038,-0.1583,-0.0055,-0.3505,-0.3453,-0.3224,-0.0058,-0.0083,0.577,0.588,1.059,1.133,0.634,-0.0002,0.0041,0.2213,0.0176,0.0004,0.0133,-0.0258,-0.0046,1.373,1.756,1.06,0.0081,-0.0229,0.0798,0.1214,0.1008,-0.0039,-0.0001,-0.0008,-0.0014
221,222,8,2W7-4,st8-46,-0.2219,-0.0039,0.0204,0.0266,-0.0011,0.0254,0.0005,^ *****,-0.0002,0.0,0.0036,-0.1595,-0.0055,-0.48,-0.4762,-0.4724,-0.0057,-0.0132,1.243,1.309,^ *****,^ *****,^ *****,-0.0013,0.0045,^ *****,0.028,-0.007,0.0065,-0.0305,-0.0041,1.453,1.845,1.105,-0.0064,-0.0233,0.2884,0.4371,0.3561,-0.0046,-0.0008,-0.001,-0.0043
222,223,8,2W7-5,st8-47,-0.2216,-0.0035,0.0191,0.0257,-0.0015,0.0262,0.0005,7.958,-0.0002,0.0,0.0038,-0.1596,-0.0044,-0.4807,-0.4767,-0.4732,-0.0055,-0.0123,1.279,1.309,4.402,4.734,2.724,-0.0014,0.0037,0.6091,0.0073,0.0028,0.0036,-0.0311,-0.0042,1.569,1.993,1.191,-0.0087,-0.0237,0.296,0.4465,0.3646,-0.0046,-0.0008,-0.001,-0.0043
223,224,8,2W7-6,st8-48,-0.2221,-0.0033,0.0188,0.0246,-0.0024,0.0246,0.0004,7.341,-0.0002,0.0001,0.004,-0.1591,-0.0065,-0.4838,-0.48,-0.4771,-0.0056,-0.0111,1.193,1.223,4.257,4.576,2.584,-0.0016,0.0039,0.5658,0.0252,0.0043,0.0099,-0.0299,-0.0046,1.477,1.828,1.076,-0.0021,-0.0232,0.2902,0.4361,0.3472,-0.0047,-0.0008,-0.001,-0.0054
224,225,8,2W7-7,st8-49,-0.2229,-0.0044,0.0114,0.0299,-0.0004,0.0047,0.0004,0.5491,-0.0002,-0.0001,0.0039,-0.1588,-0.0071,-0.4874,-0.4833,-0.4809,-0.0059,-0.0178,1.125,1.121,3.83,4.352,2.474,-0.0016,0.0026,0.7403,0.0097,0.0045,0.0033,-0.032,-0.0048,0.0726,0.1528,0.0719,-0.0103,-0.0232,0.0104,0.0169,0.0224,-0.0047,-0.0014,-0.0011,-0.0062
225,226,8,2W7-8,st8-50,-0.2219,-0.0044,0.007,0.0105,-0.0067,0.0106,0.0005,^ *****,-0.0002,-0.0002,0.0045,-0.1592,-0.0064,-0.4849,-0.4809,-0.4783,-0.0057,-0.0107,0.3371,0.3462,^ *****,2.44,1.326,-0.0012,0.0029,0.2351,0.0067,0.003,0.0053,-0.0289,-0.0035,1.901,2.389,1.412,-0.0077,-0.0237,0.1493,0.228,0.1798,-0.0048,-0.001,-0.001,-0.0021
226,227,8,2W7-9,st8-51,-0.2214,-0.0041,0.0339,0.0402,0.0033,0.0092,0.0005,^ *****,-0.0002,-0.0001,0.0039,-0.1589,-0.0065,-0.4855,-0.4816,-0.4791,-0.0059,-0.0108,0.8572,0.8825,^ *****,^ *****,^ *****,-0.0006,0.0046,^ *****,0.0496,-0.0019,0.0019,-0.0286,-0.0037,3.856,4.74,2.765,-0.0123,-0.0252,0.1876,0.2847,0.2149,-0.005,-0.001,-0.0006,-0.0045
227,228,8,2W8-1,st8-52,-0.2215,-0.0044,0.0013,0.004,-0.009,0.0169,0.0004,5.956,-0.0003,-0.0001,0.0037,-0.1592,-0.0059,-0.4833,-0.4793,-0.4764,-0.0056,-0.0098,0.5512,0.5741,1.277,1.39,0.7241,-0.0015,0.004,0.2065,0.0091,-0.0044,0.0052,-0.0274,-0.0044,1.657,2.037,1.144,-0.0004,-0.0241,0.1645,0.2518,0.1891,-0.0049,-0.001,-0.001,-0.0049
228,229,8,2W8-2,st8-53,-0.2216,-0.0043,0.0006,0.0025,-0.0096,0.0174,0.0005,6.115,-0.0002,-0.0001,0.0037,-0.1593,-0.0062,-0.4785,-0.475,-0.4711,-0.0056,-0.01,0.5186,0.5388,1.28,1.394,0.7198,-0.0013,0.0032,0.1967,0.0115,-0.0063,0.0032,-0.028,-0.0042,1.645,1.989,1.112,-0.0068,-0.0225,0.1672,0.2547,0.1885,-0.0049,-0.0008,-0.0011,-0.0038
229,230,8,2W8-3,st8-54,-0.2216,-0.0039,0.0021,0.0052,-0.0087,0.0161,0.0004,^ *****,-0.0002,-0.0001,0.0034,-0.1583,-0.0051,-0.4798,-0.476,-0.4725,-0.0058,-0.0102,0.5614,0.5904,^ *****,^ *****,0.713,-0.0013,0.0032,0.2123,0.0091,0.0035,0.0071,-0.0261,-0.0041,1.599,1.955,1.1,-0.0078,-0.0242,0.1614,0.2483,0.1851,-0.005,-0.0009,-0.001,-0.0046
230,231,8,2W8-4,st8-55,-0.2223,-0.0042,0.0331,0.0392,0.0034,0.0216,0.0005,^ *****,-0.0002,0.0,0.0033,-0.1586,-0.0059,-0.4872,-0.4833,-0.4808,-0.0059,-0.0109,0.5709,0.6041,^ *****,^ *****,^ *****,-0.0011,0.0031,^ *****,0.0044,-0.0008,-0.0038,-0.0311,-0.0043,2.012,2.493,1.411,-0.0046,-0.0247,0.1912,0.2956,0.2223,-0.005,-0.0009,-0.0011,-0.0012
231,232,8,2W8-5,st8-56,-0.2223,-0.004,0.0324,0.0379,0.0022,0.0212,0.0004,^ *****,-0.0002,-0.0002,0.0037,-0.1595,-0.0069,-0.487,-0.4833,-0.4809,-0.0058,-0.0099,0.5437,0.5647,^ *****,^ *****,^ *****,-0.0014,0.0033,^ *****,0.0191,0.0027,-0.0007,-0.0286,-0.0052,2.016,2.437,1.364,-0.0069,-0.0248,0.1943,0.2975,0.22,-0.005,-0.0008,-0.0013,-0.0048
232,233,8,2W8-6,st8-57,-0.222,-0.0037,0.033,0.0386,0.003,0.0218,0.0005,^ *****,-0.0002,-0.0002,0.0033,-0.1596,-0.006,-0.4872,-0.483,-0.4809,-0.0056,-0.01,0.5447,0.5706,^ *****,^ *****,^ *****,-0.0013,0.004,0.4904,0.0151,-0.0022,0.0067,-0.0295,-0.0045,2.01,2.453,1.363,-0.004,-0.0254,0.1946,0.2997,0.2208,-0.0051,-0.001,-0.001,-0.0045
233,234,8,2W8-7,st8-58,-0.2221,-0.0044,0.0071,0.0101,-0.0069,0.0324,0.0005,11.57,-0.0003,0.0001,0.0039,-0.1592,-0.0047,-0.4858,-0.4818,-0.4793,-0.0055,-0.0113,0.8656,0.9344,3.098,3.445,1.767,-0.0015,0.0038,0.4139,0.0189,0.0046,0.0057,-0.0277,-0.0037,1.967,2.366,1.292,-0.0102,-0.0249,0.2534,0.3914,0.2832,-0.0052,-0.0005,-0.0012,-0.003
234,235,8,2W8-8,st8-59,-0.2217,-0.0041,0.0212,0.0374,0.0025,0.0057,0.0005,1.406,-0.0001,0.0001,0.0042,-0.1588,-0.0079,-0.4875,-0.4836,-0.4811,-0.0061,-0.0144,2.347,2.448,^ *****,^ *****,^ *****,-0.0016,0.0027,^ *****,-0.0012,-0.0022,0.0037,-0.0288,-0.0047,0.2546,0.4229,0.2023,-0.0002,-0.0258,0.0202,0.0321,0.0321,-0.0053,-0.0015,-0.0014,-0.0055
235,236,8,2W8-9,st8-60,-0.2227,-0.004,0.0121,0.0153,-0.0054,0.0159,0.0005,^ *****,-0.0003,0.0001,0.0043,-0.1593,-0.0054,-0.4875,-0.4833,-0.481,-0.0058,-0.0092,0.7551,0.8106,^ *****,^ *****,1.522,-0.0014,0.002,0.3714,0.0048,0.0042,0.0068,-0.0285,-0.0043,2.177,2.637,1.442,-0.0113,-0.0248,0.1279,0.1987,0.1426,-0.0052,-0.001,-0.0012,-0.0059
236,237,8,2W10-1,st8-61,-0.2139,-0.0043,0.0013,0.0094,-0.0068,0.0076,0.0005,1.174,-0.0002,-0.0001,0.0034,-0.1591,-0.0068,-0.478,-0.4741,-0.4703,-0.006,-0.0056,2.797,2.969,0.8231,0.9084,0.4499,-0.0006,0.0033,0.1473,0.0,0.0042,0.0337,-0.0267,-0.0052,0.0387,0.0646,0.0135,-0.0099,-0.0239,0.0236,0.0379,0.0386,-0.0048,-0.0008,-0.0011,-0.0046
237,238,8,2W10-2,st8-62,-0.0655,-0.003,0.0077,0.0098,-0.0052,0.0116,0.0004,2.337,-0.0002,0.0001,0.004,-0.1592,-0.0048,-0.3012,-0.3046,-0.2757,-0.006,-0.0089,1.614,1.856,0.6651,0.7321,0.3642,0.002,0.0037,0.048,0.0016,0.0115,0.0472,-0.0237,-0.0049,0.4956,0.5923,0.2983,0.0186,-0.0252,0.0487,0.0774,0.0553,0.0021,0.01,-0.0003,-0.0026
238,239,8,2W10-3,st8-63,0.0667,-0.0035,0.0087,0.0104,-0.0042,0.0127,0.0005,^ *****,-0.0001,0.0002,0.0037,-0.1582,-0.0038,-0.188,-0.1967,-0.1432,-0.0058,-0.0081,1.669,1.836,^ *****,^ *****,0.4586,0.0043,0.0044,0.0808,0.0052,0.0098,0.0551,-0.0225,-0.0043,0.7311,0.8674,0.4392,0.0375,-0.0241,0.0501,0.0792,0.0555,0.0044,0.014,0.0,0.0003
239,240,8,2W10-4,st8-64,-0.2204,-0.0027,0.0197,0.0222,-0.0023,0.0206,0.0005,^ *****,-0.0002,0.0,0.0032,-0.1596,-0.005,-0.4712,-0.4681,-0.4637,-0.0057,-0.0105,0.5745,0.6279,^ *****,^ *****,1.363,-0.0016,0.0028,0.3828,0.0027,-0.0004,0.0119,-0.0269,-0.0045,1.709,2.042,1.071,-0.0025,-0.0261,0.1896,0.2973,0.206,-0.0053,-0.0007,-0.001,-0.005
240,241,8,2W10-5,st8-65,-0.222,-0.0024,0.0195,0.0218,-0.0026,0.0201,0.0005,7.26,-0.0003,-0.0001,0.0035,-0.1588,-0.0051,-0.4723,-0.4692,-0.4647,-0.0055,-0.0103,0.5835,0.6375,2.511,2.832,1.358,-0.0015,0.0032,0.3874,0.0258,0.0057,0.0127,-0.0292,-0.0053,1.69,1.993,1.023,-0.0055,-0.0256,0.189,0.2971,0.2013,-0.0053,-0.0008,-0.0012,-0.0036
241,242,8,2W10-6,st8-66,-0.2214,-0.0024,0.02,0.0225,-0.0024,0.0199,0.0005,7.186,-0.0003,-0.0001,0.003,-0.159,-0.0052,-0.4628,-0.4603,-0.4546,-0.0056,-0.0105,0.5865,0.6406,2.489,2.804,1.35,-0.0014,0.0026,0.3895,0.0013,0.006,0.0175,-0.0283,-0.0047,1.696,2.008,1.036,-0.0037,-0.0254,0.1881,0.2942,0.2011,-0.0053,-0.0008,-0.001,-0.0028
242,243,8,2W10-7,st8-67,-0.2226,-0.0029,0.0026,0.0044,-0.0091,0.0086,0.0005,3.395,-0.0002,-0.0001,0.0038,-0.1598,-0.0062,-0.4844,-0.4806,-0.4778,-0.0058,-0.0084,0.2481,0.2735,1.212,1.349,0.6468,-0.0015,0.0029,0.24,0.0123,0.0009,0.0195,-0.0276,-0.0041,0.768,0.8932,0.4433,-0.0115,-0.0257,0.0881,0.139,0.0943,-0.0053,-0.0011,-0.0011,-0.0045
243,244,8,2W10-8,st8-68,-0.2221,-0.0039,-0.0028,-0.001,-0.0107,0.0096,0.0005,^ *****,-0.0003,-0.0002,0.004,-0.1592,-0.007,-0.4842,-0.4804,-0.4777,-0.0059,-0.0083,0.111,0.1231,^ *****,^ *****,0.3653,-0.0013,0.0024,0.1162,-0.0005,0.011,0.0389,-0.03,-0.0058,0.702,0.836,0.4205,-0.0112,-0.0248,0.0866,0.1358,0.0964,-0.0053,-0.001,-0.0013,-0.0043
244,245,8,2W10-9,st8-69,-0.2214,-0.0031,0.0073,0.0172,-0.0043,0.0056,0.0005,1.062,-0.0002,-0.0001,0.0035,-0.16,-0.0061,-0.4853,-0.4814,-0.4789,-0.0059,-0.0056,0.4409,0.484,^ *****,^ *****,0.836,-0.0016,0.0026,^ *****,-0.002,0.0066,0.0138,-0.0266,-0.0046,1.024,1.426,0.7347,-0.0013,-0.0255,0.0275,0.0441,0.0354,-0.0052,-0.0013,-0.0009,-0.0068
245,246,8,2W11-1,st8-70,-0.2226,-0.004,0.0061,0.0077,-0.0072,0.0314,0.0005,5.096,-0.0002,-0.0002,0.0034,-0.159,-0.0062,-0.4833,-0.4796,-0.4767,-0.0057,-0.0092,0.2579,0.2855,1.382,1.546,0.7378,-0.0015,0.0035,0.2585,0.0065,0.0057,0.0076,-0.0276,-0.0047,1.872,2.238,1.169,-0.0077,-0.025,0.104,0.1641,0.1133,-0.0054,-0.001,-0.0016,0.0018
246,247,8,2W11-2,st8-71,-0.2217,-0.0044,0.0062,0.0078,-0.0078,0.0143,0.0005,^ *****,-0.0001,-0.0002,0.0038,-0.1585,-0.006,-0.4821,-0.4784,-0.4752,-0.0059,-0.0096,0.3556,0.3925,^ *****,^ *****,0.7188,-0.0015,0.0043,0.2437,0.0039,0.0139,0.0745,-0.0289,-0.0052,2.16,2.551,1.312,-0.0084,-0.0259,0.102,0.1604,0.1072,-0.0054,-0.0009,-0.0012,-0.0032
247,248,8,2W11-3,st8-72,-0.22,-0.0034,0.0028,0.0044,-0.0088,0.0184,0.0005,7.384,-0.0002,0.0,0.0035,-0.1581,-0.0048,-0.4676,-0.465,-0.4597,-0.0059,-0.0108,1.798,2.057,^ *****,^ *****,1.351,-0.0016,0.0045,0.506,0.045,0.0095,0.0236,-0.0253,-0.0044,1.462,1.716,0.857,-0.0078,-0.0258,0.1562,0.2458,0.1648,-0.0053,-0.0005,-0.001,-0.0048
248,249,8,2W11-4,st8-73,-0.2217,-0.0035,0.0123,0.0239,-0.0023,0.0064,0.0004,0.9025,-0.0003,-0.0001,0.0037,-0.1596,-0.0071,-0.4833,-0.4795,-0.4767,-0.0059,-0.0056,1.461,1.526,^ *****,^ *****,1.181,-0.0017,0.0044,0.5193,0.0165,0.0012,0.0143,-0.0279,-0.0049,1.655,2.474,1.278,-0.0055,-0.0256,0.0135,0.0228,0.0187,-0.0054,-0.0014,-0.0012,-0.0069
249,250,8,2W11-5,st8-74,-0.2188,-0.0039,0.0058,0.0074,-0.0071,0.016,0.0005,3.757,-0.0002,-0.0002,0.004,-0.1593,-0.0062,-0.4545,-0.4522,-0.4454,-0.0058,-0.009,0.5708,0.6463,1.259,1.413,0.6662,-0.0013,0.003,0.2001,0.0121,0.0084,0.031,-0.0271,-0.005,1.431,1.718,0.878,-0.0003,-0.0252,0.0791,0.1263,0.0863,-0.0053,-0.0009,-0.0008,0.0018
250,251,8,2W11-6,st8-75,-0.2122,-0.0044,0.0061,0.008,-0.0069,0.0161,0.0004,4.017,-0.0002,-0.0001,0.0038,-0.1588,-0.0063,-0.4215,-0.4214,-0.4095,-0.0059,-0.0094,0.5518,0.6178,1.306,1.463,0.6968,-0.0011,0.0031,0.2033,0.0027,-0.0058,0.0186,-0.0268,-0.0044,1.489,1.782,0.9203,0.0009,-0.0256,0.0804,0.1279,0.0876,-0.005,-0.0005,-0.001,-0.0027
251,252,8,2W11-7,st8-76,-0.2224,-0.0052,0.0079,0.0092,-0.0068,0.0133,0.0005,8.543,-0.0002,-0.0002,0.0038,-0.159,-0.0058,-0.4869,-0.483,-0.4809,-0.0055,-0.0091,0.5605,0.6294,2.44,2.772,1.305,-0.0015,0.0057,0.2997,0.114,-0.0016,0.0031,-0.0292,-0.0049,2.195,2.618,1.358,-0.0102,-0.0259,0.1934,0.3059,0.2072,-0.0055,-0.0008,-0.0012,-0.0046
252,253,8,2W11-8,st8-77,-0.2212,-0.0035,0.0077,0.0096,-0.0069,0.015,0.0005,11.06,-0.0001,-0.0001,0.0035,-0.1594,-0.004,-0.4644,-0.4622,-0.4568,-0.0056,-0.0119,4.808,5.608,4.123,4.941,2.411,-0.0009,0.0042,0.592,0.0335,0.0118,0.0511,-0.027,-0.0039,3.156,3.698,1.895,-0.0022,-0.027,0.2846,0.449,0.2932,-0.0055,-0.0004,-0.0012,-0.0046
253,254,8,2W11-9,st8-78,-0.2223,-0.0051,0.0074,0.0088,-0.0072,0.0124,0.0005,7.077,-0.0002,-0.0002,0.0036,-0.1594,-0.0062,-0.4871,-0.483,-0.4809,-0.0057,-0.0095,0.3342,0.3742,2.351,2.692,1.236,-0.0015,0.0027,0.2733,0.0125,0.0061,0.0118,-0.0258,-0.0046,2.075,2.442,1.222,-0.001,-0.0272,0.1855,0.2939,0.193,-0.0055,-0.0007,-0.0011,-0.0015
254,255,8,2W12-1,st8-79,-0.2,-0.0051,0.0036,0.0042,-0.0078,0.0116,0.0005,1.656,-0.0002,-0.0002,0.0036,-0.158,-0.0074,-0.3793,-0.383,-0.3652,-0.0059,-0.0074,0.2854,0.3255,0.5843,0.6597,0.3052,-0.0009,0.0031,0.114,0.0047,0.0135,0.0206,-0.0239,-0.0052,1.113,1.308,0.6392,0.0018,-0.025,0.063,0.1014,0.0682,-0.0048,-0.0001,-0.001,-0.0028
255,256,8,2W12-2,st8-80,-0.2025,-0.0048,0.0005,0.0016,-0.0088,0.0112,0.0005,1.464,-0.0002,-0.0001,0.0035,-0.1544,-0.0075,-0.3675,-0.3718,-0.3527,-0.0058,-0.0073,0.3384,0.3851,0.5391,0.6064,0.2832,-0.0012,0.0033,0.1142,0.018,0.0046,0.0158,-0.0258,-0.005,1.082,1.275,0.6302,0.0086,-0.0239,0.0636,0.1019,0.069,-0.005,-0.0006,-0.0009,-0.0054
256,257,8,2W12-3,st8-81,-0.2221,-0.0046,0.0022,0.0122,-0.0058,0.0051,0.0005,0.2297,-0.0002,-0.0002,0.0038,-0.1596,-0.008,-0.4857,-0.4819,-0.4794,-0.006,-0.008,0.4823,0.5487,^ *****,^ *****,0.3356,-0.0017,0.0031,0.2046,-0.0001,0.0058,0.0078,-0.0288,-0.0053,0.0951,0.204,0.0814,-0.0068,-0.0261,0.0054,0.0099,0.0119,-0.0053,-0.0014,-0.0014,-0.0067
257,258,8,2W12-4,st8-82,-0.2159,-0.0046,0.0179,0.0194,-0.003,0.009,0.0005,0.6048,0.0,-0.0001,0.0037,-0.1584,-0.0063,-0.4764,-0.4727,-0.4691,-0.0059,-0.0105,0.9588,1.115,0.1342,0.1546,0.0706,-0.0015,0.0026,0.0431,0.0305,0.0005,0.0376,-0.027,-0.0056,0.0525,0.0635,0.0083,-0.0047,-0.0246,0.0187,0.0306,0.0209,-0.0053,-0.0011,-0.0011,-0.0036
258,259,8,2W12-5,st8-83,-0.2173,-0.0043,0.1045,0.1082,0.0288,0.0168,0.0004,^ *****,0.0,0.0,0.0039,-0.1574,-0.0014,-0.4528,-0.4514,-0.4443,-0.0058,-0.0137,3.652,4.214,^ *****,^ *****,0.5325,-0.0008,0.0046,0.2575,0.1234,0.0104,0.0555,-0.0252,-0.0048,0.231,0.2702,0.1104,-0.0026,-0.0239,0.0709,0.1128,0.0751,-0.0053,-0.0008,-0.0012,-0.0015
259,260,8,2W12-6,st8-84,-0.2184,-0.0043,0.0167,0.0179,-0.0036,0.0079,0.0005,0.4956,-0.0002,0.0,0.0038,-0.159,-0.0049,-0.4706,-0.468,-0.4635,-0.0061,-0.0142,0.7509,0.8683,0.1956,0.225,0.1023,-0.0014,0.0029,0.0488,0.0115,0.0131,0.0395,-0.0282,-0.0051,0.0293,0.0358,-0.0065,0.0018,-0.0254,0.0107,0.0184,0.0124,-0.0054,-0.0012,-0.0011,-0.0005
260,261,8,2W12-7,st8-85,-0.2214,-0.0053,-0.0037,-0.0036,-0.0114,0.0057,0.0005,0.1318,-0.0003,-0.0001,0.0037,-0.1598,-0.0074,-0.487,-0.483,-0.4807,-0.0061,-0.0157,0.1921,0.2198,^ *****,^ *****,0.1833,-0.0009,0.0029,0.1023,0.0028,0.0083,0.0117,-0.0275,-0.0043,0.0585,0.0687,0.009,-0.0128,-0.0264,0.0071,0.0126,0.008,-0.0055,-0.0012,-0.0011,-0.0049
261,262,8,2W12-8,st8-86,-0.2198,-0.0042,-0.0006,0.0004,-0.0103,0.0083,0.0005,1.81,-0.0002,-0.0002,0.004,-0.1584,-0.0073,-0.472,-0.4693,-0.4649,-0.0058,-0.0184,0.2458,0.2788,^ *****,^ *****,0.3204,-0.0015,0.0033,0.132,0.0104,0.0025,0.009,-0.029,-0.0034,1.393,1.631,0.8017,-0.0073,-0.026,0.0666,0.1062,0.0698,-0.0055,-0.0011,-0.0008,-0.0016
262,263,8,2W12-9,st8-87,-0.2187,-0.0035,-0.0002,0.0015,-0.0099,0.0088,0.0005,2.049,-0.0002,-0.0001,0.0036,-0.1585,-0.007,-0.4724,-0.4697,-0.4653,-0.0061,-0.0193,0.2839,0.3258,^ *****,0.7161,0.338,-0.0011,0.0034,0.1389,0.0052,0.0001,0.0131,-0.0271,-0.0039,1.384,1.668,0.8465,-0.0076,-0.0248,0.0656,0.1051,0.0712,-0.0054,-0.0011,-0.0011,-0.0029
263,264,8,2W14-1,st8-88,-0.2204,-0.0043,0.0251,0.027,0.001,0.0083,0.0005,0.9219,-0.0002,0.0,0.004,-0.1588,-0.0066,-0.309,-0.3159,-0.2883,-0.006,-0.0229,0.1719,0.1991,0.5035,0.5679,0.2674,-0.001,0.0025,0.0698,0.0109,0.0021,0.0544,-0.0248,-0.0041,0.2221,0.2654,0.1105,0.0207,-0.0247,0.03,0.049,0.0329,-0.0054,-0.0012,-0.0014,-0.0028
264,265,8,2W14-2,st8-89,-0.2197,-0.0033,0.0154,0.0163,-0.0036,0.0103,0.0005,1.926,-0.0002,-0.0001,0.0035,-0.1598,-0.0064,-0.4007,-0.4027,-0.388,-0.006,-0.0233,0.1358,0.1575,0.8601,0.9757,0.4491,-0.0014,0.0027,0.0842,0.0021,0.0129,0.0801,-0.0267,-0.0042,0.665,0.7645,0.3571,0.0015,-0.0263,0.0573,0.0921,0.0604,-0.0054,-0.0011,-0.0011,-0.0028
265,266,8,2W14-3,st8-90,-0.2216,-0.004,0.0108,0.0117,-0.0048,0.0118,0.0005,2.196,-0.0002,0.0,0.0039,-0.1582,-0.0069,-0.3338,-0.3412,-0.3176,-0.0061,-0.0246,0.7857,0.9,1.091,1.239,0.5662,-0.0012,0.0028,0.117,0.0064,0.0241,0.1654,-0.0266,-0.0042,0.9745,1.136,0.5387,0.0163,-0.0261,0.0742,0.119,0.078,-0.0055,-0.0012,-0.0012,-0.0038
266,267,8,2W14-4,st8-91,-0.2192,-0.0042,0.0195,0.0199,-0.0025,0.011,0.0005,1.275,-0.0002,-0.0002,0.0036,-0.1585,-0.0024,-0.4029,-0.4055,-0.3915,-0.0062,-0.0271,4.84,5.719,0.6143,0.7012,0.316,-0.0014,0.0034,0.0806,0.0109,0.0091,0.0502,-0.0258,-0.0044,1.117,1.293,0.6034,0.0051,-0.0272,0.0419,0.067,0.0437,-0.0055,-0.001,-0.001,-0.0028
267,268,8,2W14-5,st8-92,-0.2182,-0.0042,0.004,0.005,-0.0083,0.011,0.0005,0.9963,-0.0003,0.0,0.004,-0.1593,-0.0055,-0.4628,-0.4605,-0.4546,-0.006,-0.0254,0.5714,0.6525,0.4075,0.4643,0.2115,-0.0013,0.0026,0.1195,0.0021,-0.0018,0.0298,-0.0272,-0.0057,1.293,1.518,0.7407,-0.0043,-0.0261,0.0366,0.0595,0.0389,-0.0055,-0.0012,-0.0013,-0.0002
268,269,8,2W14-6,st8-93,-0.2033,-0.0039,-0.0006,0.0002,-0.0097,0.0106,0.0005,2.314,-0.0002,0.0,0.0037,-0.1584,-0.0059,-0.4284,-0.4283,-0.4178,-0.006,-0.0262,0.318,0.3654,0.7099,0.8025,0.3721,-0.0013,0.0036,0.0916,0.021,0.0088,0.0298,-0.0296,-0.0054,0.1509,0.1801,0.0661,-0.0006,-0.0259,0.1242,0.1979,0.131,-0.005,-0.0008,-0.0012,-0.004
269,270,8,2W14-7,st8-94,-0.2214,-0.004,0.0048,0.0073,-0.0074,0.0087,0.0005,1.357,-0.0002,-0.0002,0.0041,-0.1595,-0.0067,-0.4812,-0.4775,-0.4745,-0.006,-0.0253,0.3767,0.4357,0.3928,0.4436,0.2078,-0.0012,0.0027,0.1157,0.001,0.0026,0.0204,-0.0306,-0.0051,0.7885,1.028,0.4978,-0.0074,-0.0258,0.0494,0.0797,0.0598,-0.0054,-0.0013,-0.0011,-0.0051
270,271,8,2W14-8,st8-95,-0.2221,-0.0047,0.006,0.0134,-0.0054,0.007,0.0005,0.5583,-0.0003,-0.0001,0.0038,-0.1596,-0.0077,-0.4849,-0.4811,-0.4785,-0.0062,-0.0264,0.4826,0.5559,0.2826,0.3224,0.1491,-0.0015,0.0029,0.1112,-0.0029,0.0068,0.0051,-0.0291,-0.0052,0.7308,1.135,0.5542,-0.0059,-0.0256,0.0231,0.0383,0.033,-0.0055,-0.0014,-0.0013,-0.006
271,272,8,2W14-9,st8-96,-0.1547,-0.0041,0.0046,0.0052,-0.0066,0.0088,0.0005,0.6861,-0.0001,-0.0001,0.0044,-0.1593,-0.007,-0.318,-0.327,-0.302,-0.0062,-0.0308,0.2949,0.3475,^ *****,^ *****,0.1377,0.0004,0.003,0.0646,-0.0024,0.01,0.0312,-0.0287,-0.004,1.164,1.385,0.6775,0.0146,-0.026,0.0353,0.057,0.0379,-0.0034,0.0022,-0.0013,-0.004
272,273,8,2W15-1,st8-97,-0.2158,-0.0048,-0.0034,-0.0029,-0.0108,0.0129,0.0005,0.8619,-0.0002,-0.0001,0.0037,-0.1595,-0.0074,-0.4664,-0.4641,-0.4589,-0.0061,-0.0316,0.3419,0.3991,0.3747,0.4293,0.1941,-0.0014,0.0032,0.0985,-0.0011,0.0234,0.1315,-0.0267,-0.0049,0.9371,1.093,0.5106,-0.0062,-0.027,0.0416,0.0678,0.0439,-0.0053,-0.0009,-0.0011,-0.0052
273,274,8,2W15-2,st8-98,-0.2027,-0.0053,-0.0017,-0.0015,-0.0104,0.0125,0.0005,0.7982,-0.0002,0.0,0.0041,-0.1594,-0.0072,-0.4476,-0.4473,-0.4392,-0.0061,-0.0318,0.3538,0.4142,^ *****,^ *****,0.1742,-0.0004,0.0027,0.0863,-0.001,0.0044,0.0181,-0.0282,-0.0046,0.9181,1.046,0.4731,-0.0052,-0.026,0.0389,0.0633,0.0398,-0.0051,-0.0004,-0.0011,-0.0034
274,275,8,2W15-3,st8-99,-0.1959,-0.0042,-0.0024,-0.0019,-0.0103,0.013,0.0005,0.7591,-0.0002,-0.0001,0.0037,-0.1593,-0.0069,-0.4235,-0.4252,-0.4141,-0.0061,-0.0313,0.6505,0.7589,^ *****,^ *****,0.179,-0.0009,0.0027,0.0598,0.0028,0.0058,0.0227,-0.0275,-0.0046,1.031,1.189,0.5485,0.005,-0.0264,0.0352,0.0574,0.0367,-0.0049,-0.0002,-0.001,-0.0048
