,序号,月份,GPS样点,样品号,铝（Al3961）,砷（As1890）,硼（B2089）,硼（B2496）,硼（B2497）,钡（Ba4934）,铍（Be2348）,钙（Ca3179）,镉（Cd2265）,铂（Co2286）,铂（Co2378）,铬（Cr2835）,铜（Cu3273）,铁（Fe2382）,铁（Fe2395）,汞（Hg1849）,汞（Hg1942）,钾（K7664）,钾（K7698）,镁（Mg2795）,镁（Mg2802）,镁（Mg2852）,锰（Mn2605）,钼（Mo2045）,钠（Na5895）,镍（Ni2316）,磷（P1774）,磷（P1782）,铅（Pb1822）,硒（Se1960）,硅（Si2124）,硅（Si2516）,硅（Si2881）,锡（Sn2429）,锡（Sn2839）,锶（Sr2152）,锶（Sr2165）,锶（Sr3464硅）,钛（Ti3234）,钛（Ti3361）,钒（V2924）,锌（Zn2062）,汞（Hg2599）
238,239,8,2S11-6,tr8-82,33.82,0.0719,0.1045,^ *****,0.7141,0.3965,0.0058,38.31,0.0266,0.074,0.2714,-0.0447,0.0898,55.54,19.3,24.3,-0.0051,-0.0363,19.8,22.18,13.31,16.23,8.674,2.314,0.0171,0.1369,0.3961,3.066,20.36,1.255,-0.0227,0.951,0.7751,0.2843,10.76,-0.0209,0.6341,0.8134,0.4743,2.341,3.847,0.2456,0.4113
239,240,8,2S11-8,tr8-83,53.14,0.188,0.2257,^ *****,0.9861,0.8097,0.0085,27.71,0.035,0.1025,0.3308,-0.008,0.1625,64.11,22.79,28.18,-0.0068,-0.0611,^ *****,37.1,14.56,17.68,9.582,4.52,0.0346,0.2026,0.5498,3.589,27.13,1.638,-0.0282,0.868,0.6849,0.2563,14.59,0.0028,0.7012,0.9151,0.5208,2.765,4.474,0.3867,0.7712
240,241,8,2S11-9,tr8-84,20.06,0.0217,0.0727,-0.0156,0.0684,0.1879,0.0041,22.71,0.0074,0.0315,0.1038,-0.097,0.0022,47.94,48.36,52.68,-0.0059,-0.037,2.554,12.9,8.776,1.249,5.552,0.9725,0.0146,-0.0036,0.2426,32.04,39.59,0.142,-0.0057,0.918,0.1678,0.3756,1.694,-0.0063,0.4602,0.8339,0.3153,0.9407,0.3249,0.042,0.4115
241,242,8,2S12-1,tr8-85,46.42,0.0635,0.0834,^ *****,1.027,0.5971,0.0083,6.327,0.035,0.1064,0.3582,0.0021,0.1364,70.1,25.24,31.02,-0.0067,-0.0448,^ *****,22.66,14.21,17.11,9.326,3.885,0.0216,0.0974,0.5164,2.512,16.59,1.725,-0.0309,1.101,0.837,0.3264,15.16,-0.0201,0.295,0.4054,0.2263,1.217,1.937,0.3068,0.6295
242,243,8,2S12-2,tr8-86,35.04,0.0366,0.0321,-0.0542,0.1612,0.3597,0.0077,5.129,0.0167,0.0612,0.212,-0.0448,-0.0088,76.73,83.52,87.85,-0.0071,-0.0267,4.254,23.24,11.88,1.731,7.913,2.905,0.0213,-0.0102,0.4942,16.68,20.14,0.2207,-0.0167,0.6093,0.0719,0.1945,3.661,0.0252,0.1554,0.402,0.1323,1.027,^ *****,0.0786,0.4846
243,244,8,2S12-3,tr8-87,35.8,0.0958,0.1924,^ *****,0.825,0.7202,0.0066,184.8,0.03,0.1037,0.2921,-0.0317,0.1627,60.95,20.53,25.24,-0.0042,-0.0761,^ *****,27.33,13.91,16.48,9.53,8.801,0.017,0.2728,0.3482,1.273,9.23,1.327,-0.0174,1.011,0.7957,0.3063,12.23,0.0165,2.513,3.221,1.959,1.25,2.02,0.2496,0.3916
244,245,8,2S12-4,tr8-88,48.45,0.0687,0.0911,^ *****,0.7851,0.6692,0.0075,10.38,0.027,0.0783,0.2969,-0.029,0.1283,59.81,21.14,26.59,-0.0063,-0.0835,16.9,18.87,11.74,13.91,7.417,2.297,0.0241,0.1241,0.4259,3.394,22.29,1.37,-0.0251,0.9015,0.7512,0.2876,11.71,-0.0142,0.4129,0.5408,0.3107,1.44,2.289,0.3498,0.4945
245,246,8,2S12-5,tr8-89,49.07,0.0559,0.0985,^ *****,0.6808,0.6983,0.0086,22.85,0.0269,0.0668,0.2684,-0.0398,0.1905,54.88,19.19,23.76,-0.0057,-0.1378,16.09,17.52,9.742,11.28,5.877,0.837,0.019,0.1285,0.4626,3.127,20.61,1.249,-0.0225,0.886,0.7367,0.2752,10.23,-0.0143,0.8266,1.055,0.6371,1.693,2.765,0.3458,0.5719
246,247,8,2S12-6,tr8-90,44.16,0.0678,0.0436,-0.0447,0.1262,0.5005,0.0082,10.43,0.0137,0.0476,0.1948,-0.0335,-0.015,68.71,72.74,77.43,-0.0065,-0.0429,3.636,19.93,9.999,1.426,6.472,1.013,0.0251,-0.008,0.4946,24.06,29.34,0.3356,-0.0132,0.6745,0.0859,0.2209,2.87,0.0276,0.3772,0.7438,0.2628,1.613,^ *****,0.1051,0.3719
247,248,8,2S12-7,tr8-91,^ *****,0.0913,0.0875,-0.0845,0.6205,0.8194,0.014,14.47,0.023,0.0788,0.3357,0.076,0.0608,126.6,157.1,^ *****,-0.0076,-0.0137,14.39,43.82,22.6,5.507,19.13,4.361,0.0375,0.0391,0.5481,4.796,8.22,0.4552,-0.0179,0.6943,0.3033,0.4795,10.75,0.0073,0.3042,0.6401,0.3375,5.218,2.933,0.3059,0.596
248,249,8,2S12-8,tr8-92,37.65,0.0669,0.0565,-0.0476,0.1559,0.3596,0.0081,7.899,0.0154,0.0596,0.2104,-0.0306,-0.0391,74.17,80.23,84.21,-0.0071,-0.0278,4.549,26.2,12.51,1.845,8.575,2.072,0.0255,-0.0075,0.5349,17.78,21.66,0.3127,-0.0168,0.6379,0.0774,0.2072,3.445,0.0278,0.2571,0.5692,0.1933,2.315,0.8254,0.0922,0.4584
249,250,8,2S12-9,tr8-93,48.54,0.1053,0.1252,^ *****,0.9839,0.506,0.0084,6.752,0.0348,0.1054,0.3561,-0.0022,0.1363,64.32,23.29,28.49,-0.0069,-0.0487,^ *****,25.76,13.75,16.86,8.907,2.237,0.0247,0.1252,0.5294,2.651,17.86,1.772,-0.0338,0.9908,0.8025,0.2893,14.72,-0.015,0.3429,0.4629,0.2482,2.357,3.888,0.364,0.6031
250,251,8,2S13-1,tr8-94,55.84,0.092,0.1379,^ *****,1.039,0.7752,0.01,8.692,0.0347,0.1157,0.3252,0.0047,0.1653,71.46,24.92,30.14,-0.0071,-0.0648,^ *****,30.22,15.81,18.96,10.11,3.555,0.0334,0.1378,0.579,1.977,15.16,1.603,-0.0311,0.795,0.6028,0.231,15.05,-0.007,0.4254,0.5714,0.3067,1.967,3.136,0.3965,0.8149
251,252,8,2S13-4,tr8-95,61.58,0.0824,0.1332,^ *****,0.914,1.058,0.0107,6.158,0.0301,0.0995,0.2988,-0.0086,0.1681,65.6,22.51,28.02,-0.0065,-0.0477,^ *****,29.87,16.73,20.11,10.81,1.368,0.0298,0.1505,0.6453,0.9157,7.072,1.438,-0.028,0.7613,0.582,0.2186,13.24,-0.0035,0.4082,0.55,0.2973,2.53,4.05,0.4656,0.7409
252,253,8,2S13-7,tr8-96,46.04,0.1149,0.0891,^ *****,1.349,0.7156,0.0085,6.311,0.045,0.0977,0.4072,0.0359,0.1213,77.66,29.52,35.16,-0.0073,-0.0531,19.61,22.02,12.54,15.08,8.023,4.486,0.0247,0.1086,0.4433,3.225,21.3,2.221,-0.0404,1.021,0.8446,0.3317,19.89,-0.0351,0.2975,0.4189,0.2338,1.888,2.949,0.3178,0.5781
253,254,8,2S14-1,tr8-97,32.94,0.1312,0.0643,-0.0559,0.1924,0.5382,0.0072,17.54,0.0199,0.0562,0.2171,-0.0382,0.5727,80.77,89.83,92.74,-0.0087,-0.0356,4.23,22.85,11.22,1.61,7.425,10.64,0.0259,-0.0011,0.486,41.46,50.99,0.202,-0.0101,0.7726,0.1092,0.2647,4.202,0.082,0.4223,0.8764,0.3201,1.158,0.4075,0.0779,1.158
254,255,8,2S14-2,tr8-98,53.44,0.1479,0.15,^ *****,1.072,0.6617,0.0075,25.52,0.0391,0.1063,0.3777,0.0051,0.1602,67.79,24.87,30.02,-0.0108,-0.1246,^ *****,21.86,11.88,14.31,7.592,18.3,0.0232,0.1888,0.6034,6.858,46.27,1.84,-0.0159,1.214,1.012,0.3687,15.76,0.1459,0.8716,1.12,0.6568,2.061,3.394,0.3814,0.5808
255,256,8,2S14-3,tr8-99,34.26,0.2262,0.0701,-0.0567,0.1966,0.3891,0.0082,21.42,0.021,0.0389,0.2128,-0.0234,-0.004,81.86,90.16,92.86,-0.0074,-0.0409,3.242,17.71,9.997,1.367,6.265,5.513,0.0208,-0.005,0.4929,42.2,51.42,0.3163,-0.0152,0.724,0.0852,0.2221,4.227,0.0472,0.5415,1.097,0.3864,1.496,^ *****,0.0903,0.296
256,257,8,2S14-4,tr8-100,54.63,1.149,0.2073,^ *****,1.461,0.9222,0.0122,159.4,0.0575,0.1259,0.4186,0.0659,0.2334,73.4,26.46,31.5,-0.0046,-0.1012,^ *****,35.76,21.44,28.46,17.92,6.956,0.0306,0.3041,0.651,3.294,24.85,2.54,-0.0439,1.096,0.8572,0.3225,22.06,-0.0085,3.996,5.094,3.115,2.712,4.465,0.4235,0.7074
257,258,8,2S14-5,tr8-101,40.64,0.0821,0.0318,-0.0579,0.1784,0.3832,0.009,5.143,0.0166,0.0587,0.229,-0.0303,-0.0205,81.06,88.76,92.78,-0.0072,-0.0134,4.273,22.8,11.35,1.638,7.437,2.338,0.0245,-0.0087,0.4982,16.35,19.85,0.272,-0.0184,0.6294,0.0791,0.2056,4.068,0.0219,0.1594,0.4208,0.1401,1.855,0.6798,0.0914,0.4065
258,259,8,2S14-6,tr8-102,41.13,0.083,0.1045,-0.0376,0.1941,0.353,0.0091,^ *****,0.0172,0.0591,0.2321,-0.0272,-0.0259,80.45,88.99,92.3,-0.0071,-0.0133,4.582,24.43,11.77,^ *****,^ *****,2.161,0.0231,-0.0058,0.5284,18.37,22.06,0.271,-0.0214,0.7728,0.1124,0.2685,4.12,0.0214,0.154,0.4184,0.1373,2.016,0.7401,0.0939,0.4199
259,260,8,2S14-7,tr8-103,58.77,0.1112,0.1107,^ *****,1.198,0.6346,0.0103,8.04,0.0414,0.1257,0.4172,0.0225,0.1913,72.28,26.76,32.06,-0.0069,-0.0517,^ *****,30.37,14.44,17.72,9.464,4.115,0.0288,0.136,0.61,3.133,20.48,2.081,-0.0367,0.785,0.6326,0.2318,17.7,-0.0076,0.3576,0.4908,0.2666,1.308,2.096,0.3612,0.7903
260,261,8,2S14-8,tr8-104,46.81,0.083,0.05,-0.0637,0.2112,0.4214,0.0103,5.122,0.0203,0.0689,0.2702,0.001,-0.0266,84.55,95.24,96.97,-0.0074,-0.0135,5.134,29.22,14.54,2.122,10.08,2.672,0.0306,-0.0055,0.613,19.16,23.14,0.3235,-0.0225,0.6727,0.076,0.2041,4.668,0.0381,0.1581,0.4524,0.1451,1.963,0.7126,0.1077,0.523
261,262,8,2S14-9,tr8-105,61.5,0.1077,0.1289,^ *****,1.155,0.6413,0.0104,5.351,0.0402,0.1208,0.4036,0.0197,0.1552,71.06,26.17,31.65,-0.0073,-0.0389,^ *****,31.65,14.95,18.5,9.966,3.487,0.03,0.1495,0.608,2.812,18.43,2.014,-0.0389,1.005,0.84,0.3144,17.12,-0.0036,0.3175,0.4385,0.2376,2.314,3.776,0.4143,0.6815
262,263,8,2S15-1,tr8-106,46.14,0.0904,0.0618,-0.0597,0.2111,0.5164,0.01,8.757,0.0203,0.0685,0.2589,-0.0054,-0.0121,85.06,93.74,97.17,-0.0078,-0.0224,5.094,27.99,13.97,2.102,9.617,3.415,0.0373,-0.0078,0.6452,18.32,24.26,0.3752,-0.0191,0.8299,0.1187,0.2829,4.553,0.0354,0.2851,0.6422,0.2232,1.938,0.6982,0.1137,0.6242
263,264,8,2S15-2,tr8-107,^ *****,0.1023,0.0721,-0.0637,0.2415,0.6039,0.0109,9.568,0.0225,0.0735,0.2854,0.0153,-0.0203,88.32,98.73,103,-0.0079,-0.0228,5.624,30.97,14.78,2.274,10.49,4.145,0.0415,-0.0033,0.6421,21.09,27.96,0.4149,-0.0193,0.854,0.1268,0.295,5.111,0.0475,0.3175,0.7161,0.2548,2.318,0.8544,0.1384,0.6136
264,265,8,2S15-3,tr8-108,^ *****,0.0962,0.0686,-0.0635,0.2319,0.6023,0.0107,8.661,0.0221,0.074,0.2764,0.0081,-0.017,93.08,98.51,100.7,-0.0079,-0.0211,5.901,32.59,14.43,2.242,10.25,4.221,0.04,-0.0051,0.6282,20.74,27.63,0.4039,-0.0184,0.6988,0.0903,0.23,4.943,0.0463,0.3157,0.7046,0.2535,2.224,0.8085,0.1347,0.6546
265,266,8,2S15-5,tr8-109,41.93,0.0685,0.0508,-0.0526,0.1786,0.3928,0.0085,7.849,0.0161,0.0688,0.2228,-0.0233,-0.037,78.57,86.11,89.81,-0.0071,-0.0165,4.678,24.54,14.47,2.243,10.26,3.226,0.0294,-0.0064,0.5351,15.44,20.39,0.3056,-0.0158,0.7788,0.125,0.2906,3.941,0.0227,0.2412,0.5411,0.1966,3.004,1.097,0.1117,0.4894
266,267,8,2S15-6,tr8-110,41.1,0.0628,0.0426,-0.0536,0.1787,0.3793,0.0083,7.43,0.0154,0.0644,0.2168,-0.0282,-0.029,78.59,85.63,90.46,-0.007,-0.0168,4.364,21.8,13.99,^ *****,9.949,2.845,0.0278,-0.0063,0.5033,14.86,19.48,0.2982,-0.0157,0.7619,0.129,0.2924,3.99,0.018,0.221,0.5038,0.1846,2.791,1.058,0.1109,0.4715
267,268,8,2S15-7,tr8-111,56.3,0.0926,0.3082,^ *****,0.9804,0.5787,0.009,8.704,0.0344,0.1211,0.346,-0.0054,0.1327,66.76,22.72,27.89,-0.0072,-0.0567,^ *****,29.08,15.84,19.58,10.84,3.32,0.0312,0.1879,0.5722,2.151,16.03,1.658,-0.028,0.9283,0.7345,0.2752,14.46,0.0005,0.4466,0.596,0.3303,3.954,6.404,0.4437,0.6443
268,269,8,2S15-8,tr8-112,50.74,0.0951,0.0485,-0.0592,0.2002,0.4207,0.0105,8.086,0.0188,0.0898,0.2692,-0.0044,-0.0001,83.54,92.18,95.55,-0.0075,-0.019,5.898,31.58,13.74,2.138,9.749,2.997,0.0305,-0.0054,0.6198,14.48,18.78,0.391,-0.0178,0.7801,0.1236,0.2859,4.402,0.0324,0.2059,0.5,0.1742,1.937,0.7434,0.1236,0.489
269,270,8,2S15-9,tr8-113,^ *****,0.549,0.0626,-0.1805,0.5726,0.5033,0.0188,9.187,0.0526,0.0718,0.4739,0.1125,-0.0015,108.2,134.6,^ *****,-0.0078,-0.0352,5.597,30.34,12.77,1.9,8.732,1.769,0.0445,0.0004,0.838,21.16,27.24,0.5204,-0.0538,0.9017,0.0983,0.2532,12.31,0.0141,0.1096,0.6249,0.199,1.888,0.7283,0.151,0.4603
270,271,8,2S16-1,tr8-114,49.46,0.086,0.1183,^ *****,0.9753,0.6121,0.0081,9.659,0.0341,0.1039,0.3623,-0.0032,0.1218,65.53,23.57,29,-0.0069,-0.0711,^ *****,25.64,13.56,16.7,9.065,3.875,0.0305,0.1133,0.4908,4.285,28.32,1.747,-0.032,0.8001,0.6542,0.2342,14.49,-0.0064,0.4008,0.5318,0.2906,1.293,2.094,0.3427,0.6052
271,272,8,2S16-2,tr8-115,^ *****,0.0525,0.0359,-0.0873,0.3367,0.531,0.0107,6.635,0.0215,0.0715,0.2634,0.0077,0.0083,100.2,116.2,^ *****,-0.0073,-0.0142,7.009,28.04,17.52,3.294,13.34,3.008,0.0237,0.0037,0.536,5.766,9.239,0.3964,-0.0186,0.6585,0.1668,0.3257,6.907,0.0024,0.1619,0.4051,0.1734,2.337,1.039,0.1482,0.5004
272,273,8,2S16-3,tr8-116,^ *****,0.0722,0.0676,-0.0769,0.3664,0.7654,0.0115,11.64,0.0234,0.0757,0.2904,0.0216,0.0258,103,120.2,^ *****,-0.0079,-0.021,8.874,36.15,18.46,3.488,14.05,4.753,0.0357,0.0091,0.5506,11.47,18.7,0.4553,-0.0153,0.7658,0.2119,0.3976,7.295,0.0173,0.2715,0.5795,0.2612,2.051,0.9221,0.1841,0.6539
273,274,8,2S16-4,tr8-117,^ *****,0.0438,0.0424,-0.1057,0.5435,0.6742,0.0127,6.416,0.0229,0.0761,0.3127,0.0396,0.0439,119.7,146.1,^ *****,-0.0073,-0.0142,11.94,37.72,21.46,4.979,17.43,2.942,0.0266,0.0169,0.5356,3.743,6.383,0.3817,-0.0192,0.7766,0.3177,0.5149,9.935,0.0087,0.105,0.321,0.1538,1.899,1.054,0.2271,0.509
274,275,8,2S16-5,tr8-118,36.01,0.0391,0.0347,-0.0557,0.1669,0.3533,0.0079,4.511,0.0168,0.0578,0.2158,-0.0424,-0.0193,75.74,82.55,87.4,-0.0069,-0.0281,4.355,24.34,12.28,1.799,8.263,1.925,0.0219,-0.0109,0.5163,18.27,22.16,0.2493,-0.0176,0.8198,0.1188,0.2807,3.728,0.0205,0.1448,0.3881,0.125,1.355,^ *****,0.0835,0.453
275,276,8,2S16-6,tr8-119,48.48,0.0757,0.0846,^ *****,1.099,0.5572,0.0091,5.654,0.0387,0.1154,0.3955,0.0049,0.1369,68.89,25.17,30.15,-0.0071,-0.0424,^ *****,24.49,14.46,18.2,9.731,3.031,0.0208,0.1135,0.5914,2.797,18.4,1.959,-0.0352,0.6788,0.5457,0.1922,16.3,-0.0186,0.3067,0.4236,0.2237,1.365,2.209,0.3379,0.6436
276,277,8,2S16-7,tr8-120,44.89,0.3184,0.1074,^ *****,1.786,0.7233,0.0105,10.41,0.0604,0.101,0.4875,0.0846,0.1354,84.13,33.25,38.71,-0.0069,-0.0987,^ *****,24.27,11.31,13.42,6.992,1.68,0.036,0.0912,0.4655,4.828,32.38,3.075,-0.0547,0.7503,0.609,0.2326,26.56,-0.0844,0.4303,0.5999,0.3293,1.411,2.248,0.373,0.548
277,278,8,2S16-8,tr8-121,46.75,0.1313,0.0834,^ *****,1.046,0.7926,0.0086,4.975,0.0351,0.0802,0.3483,0.0003,0.1199,70.05,25.58,30.87,-0.0065,-0.0539,18.94,21.17,13.39,16,8.651,1.211,0.0207,0.1032,0.4606,2.511,16.45,1.791,-0.0332,0.9697,0.8305,0.324,15.46,-0.0411,0.2694,0.3754,0.2087,1.903,3.046,0.3597,0.5913
278,279,8,2S16-9,tr8-122,31.42,0.1551,0.1569,^ *****,0.7076,0.349,0.0054,34.96,0.0253,0.139,0.3236,-0.0533,0.0866,54.06,18.89,23.8,-0.0059,-0.1346,13.71,14.76,8.922,10.6,5.347,4.253,0.0161,0.117,0.3175,5.302,35.34,1.281,-0.0184,1.284,1.071,0.3926,10.56,-0.0048,0.9491,1.205,0.7109,1.542,2.527,0.2209,0.3754
279,280,8,2S17-1,tr8-123,39.64,0.0416,0.0352,-0.0315,0.0641,0.3907,0.0064,8.828,0.0082,0.05,0.1486,-0.0627,-0.0143,48.29,48.44,52.56,-0.0068,-0.0594,3.31,18.02,7.924,1.102,4.845,0.2684,0.0219,-0.0108,0.6417,14.02,17.99,0.2872,-0.0053,0.9476,0.1637,0.3679,1.701,0.0178,0.3161,0.5887,0.2113,1.689,0.6049,0.0764,0.2371
280,281,8,2S17-2,tr8-124,35.81,0.0924,0.0361,-0.0444,0.1206,0.3936,0.0072,9.596,0.0132,0.0418,0.1674,-0.0532,-0.0023,65.88,68.63,74.33,-0.0066,-0.0404,3.604,19.4,9.08,1.29,5.718,1.809,0.0286,-0.0104,0.4375,19.61,25.1,0.2857,-0.0102,0.6754,0.0944,0.2365,2.777,0.0172,0.3155,0.6314,0.2278,1.349,^ *****,0.0843,0.3447
281,282,8,2S17-3,tr8-125,^ *****,0.074,0.0619,-0.0583,0.2712,0.7158,0.0118,10.22,0.0175,0.0744,0.2595,0.0134,0.0273,88.47,100.5,^ *****,-0.0072,-0.0236,8.552,35.37,16.95,3.148,12.7,2.699,0.0325,0.0095,0.6039,6.825,10.95,0.433,-0.0126,0.765,0.2111,0.3983,5.508,0.0183,0.3083,0.6022,0.2727,3.517,1.491,0.1999,0.5262
282,283,8,2S17-4,tr8-126,^ *****,0.0625,0.0413,-0.1033,0.4668,0.7397,0.0134,9.624,0.0249,0.0934,0.3072,0.0233,0.0816,114,138.2,^ *****,-0.0074,-0.0178,10.09,35.95,11.83,2.393,8.38,5.206,0.0271,0.015,0.5947,5.517,9.247,0.4938,-0.0181,0.9426,0.3271,0.5592,9.029,0.0073,0.4013,0.7882,0.3848,1.011,0.5079,0.169,0.608
283,284,8,2S17-5,tr8-127,38.09,0.0684,0.0303,-0.0929,0.3314,0.768,0.0124,4.587,0.0258,0.1055,0.2997,-0.0154,0.0535,100.4,117.1,^ *****,-0.0079,-0.0108,7.152,33.71,8.261,1.333,5.238,4.982,0.0224,-0.0038,0.6857,7.33,10.97,0.4682,-0.0199,0.6534,0.1215,0.2675,7.0,0.0043,0.3176,0.6853,0.2779,0.1285,0.0861,0.0986,0.5735
284,285,8,2S17-6,tr8-128,45.94,0.0283,0.0404,-0.0418,0.1298,0.4469,0.0084,4.639,0.0122,0.0528,0.1944,-0.0319,-0.0173,67.62,72.22,78.37,-0.0066,-0.0187,5.183,27.48,13.09,2.016,9.127,0.8837,0.0266,-0.0074,0.4756,12.47,15.88,0.3323,-0.0143,0.6221,0.0897,0.2232,2.998,0.0202,0.1781,0.4075,0.1422,2.034,0.7669,0.113,0.5068
285,286,8,2S17-7,tr8-129,43.24,0.1187,0.0503,-0.0583,0.1973,0.4787,0.0086,8.509,0.0195,0.0607,0.2287,-0.0223,0.0115,81.05,89.9,94.43,-0.0075,-0.0293,5.48,28.56,11.78,1.762,7.926,4.704,0.0359,-0.0085,0.6675,28.24,35.79,0.3534,-0.0152,0.7139,0.1096,0.261,4.3,0.0379,0.2508,0.5744,0.2074,1.267,^ *****,0.1019,0.6263
286,287,8,2S17-7,tr8-130,20.24,0.037,0.0761,-0.0152,0.0744,0.2969,0.0038,24.49,0.008,0.0296,0.1025,-0.0934,0.0028,49.43,50.73,54.39,-0.0061,-0.0377,3.148,16.17,9.778,1.389,6.206,3.638,0.0164,-0.0064,0.2672,25.74,32.53,0.1276,-0.0034,0.9987,0.1959,0.4251,1.783,0.0127,0.4709,0.8545,0.3285,1.129,0.3999,0.0472,0.4938
287,288,8,2S17-8,tr8-131,44.29,0.1945,0.2036,-0.0704,0.4031,0.4899,0.0124,6.882,0.0363,0.122,0.3859,0.0352,-0.0068,97.43,117,^ *****,-0.009,-0.0364,4.522,24.7,9.943,^ *****,6.434,8.039,0.0427,-0.0041,0.6814,32.19,40.74,0.3821,-0.0291,0.8081,0.0889,0.2379,7.948,0.0638,0.1286,0.5144,0.1661,1.415,^ *****,0.1206,0.5016
288,289,8,2S17-9,tr8-132,57.77,0.5492,0.1104,^ *****,2.908,0.6969,0.0142,5.609,0.1026,0.1086,0.6164,0.2309,0.1946,86.9,37.37,42.14,-0.0075,-0.1222,^ *****,22.14,9.423,11.11,5.565,0.8069,0.0706,0.1365,0.6006,5.054,34.35,5.141,-0.0982,0.9609,0.7608,0.2922,43.75,-0.1405,0.2709,0.4642,0.2116,1.564,2.536,0.4344,0.7822
289,290,8,2S18-1,tr8-133,59.5,0.054,0.1291,^ *****,0.9433,0.7283,0.0091,6.223,0.0324,0.0953,0.3291,-0.0104,0.1228,66.72,22.68,28.29,-0.0063,-0.0528,^ *****,31,12.41,14.45,7.834,1.286,0.0223,0.1738,0.4993,1.627,12.11,1.621,-0.0299,0.955,0.7706,0.3024,14.12,-0.0241,0.5536,0.7318,0.4263,2.237,3.559,0.4005,0.6347
290,291,8,2S18-2,tr8-134,39.81,0.0532,0.0374,-0.0376,0.1064,0.3875,0.0074,6.597,0.0098,0.0517,0.1766,-0.038,-0.0392,62.91,65.63,70.55,-0.0069,-0.0252,3.531,18.53,12.11,1.757,8.039,0.9211,0.0219,-0.0096,0.6505,14.91,18.34,0.287,-0.0126,0.6808,0.097,0.2407,2.544,0.0188,0.2451,0.5093,0.1753,2.613,0.9326,0.1002,0.3618
291,292,8,2S18-3,tr8-135,^ *****,0.11,0.0738,-0.0882,0.4276,0.848,0.015,7.509,0.0254,0.0713,0.3171,0.055,0.0458,109.8,129.8,^ *****,-0.0075,-0.0211,10.05,39.52,16.22,3.152,12.24,1.633,0.0374,0.0131,0.6125,7.353,12.19,0.6018,-0.0209,0.799,0.2333,0.4266,8.425,0.0172,0.3745,0.7464,0.3477,2.562,1.175,0.231,0.6931
292,293,8,2S18-4,tr8-136,31.04,0.0064,0.0198,-0.0358,0.082,0.2916,0.0057,^ *****,0.0072,0.0492,0.1493,-0.059,-0.0644,55.59,58.39,62.6,-0.0065,-0.0096,2.623,13.75,^ *****,^ *****,^ *****,0.6846,0.0152,-0.0107,0.5224,10.27,12.48,0.2315,-0.0127,0.533,0.0628,0.1711,2.1,0.0073,0.1603,0.3538,0.1175,3.235,1.122,0.0802,0.3692
293,294,8,2S18-5,tr8-137,29.89,0.0443,0.0433,-0.0362,0.1077,0.352,0.0067,5.952,0.0118,0.0497,0.1671,-0.0529,-0.03,63.6,65.92,70.93,-0.0065,-0.0162,3.413,18.92,10.59,^ *****,6.712,1.175,0.0166,-0.0108,0.45,13.99,16.9,0.2292,-0.0132,0.6757,0.0819,0.2139,2.526,0.0116,0.2401,0.514,0.1678,1.573,0.5579,0.0689,0.4157
294,295,8,2S18-6,tr8-138,47.52,0.0738,0.0989,^ *****,0.8174,0.5538,0.008,6.392,0.0278,0.098,0.3274,-0.03,0.1327,61.51,21.99,26.84,-0.0064,-0.0529,^ *****,23.78,10.86,12.67,6.63,2.259,0.0233,0.108,0.4825,2.611,17.29,1.469,-0.026,0.9873,0.8412,0.3192,12.17,-0.0201,0.4744,0.6197,0.359,1.518,2.447,0.3162,0.5856
295,296,8,2S18-7,tr8-139,27.79,0.2392,0.0438,-0.082,0.2418,0.2961,0.0101,23.76,0.0246,0.0382,0.237,-0.0201,0.0007,87.73,99.41,100.8,-0.0059,-0.0513,3.197,17.64,7.286,0.9458,4.259,0.52,0.0342,-0.01,0.5157,30.74,37.24,0.3319,-0.0238,0.9491,0.1255,0.3026,5.323,-0.0067,0.3385,0.7907,0.2676,1.027,^ *****,0.0864,0.259
296,297,8,2S18-8,tr8-140,55.66,0.1178,0.1473,^ *****,0.7149,0.6273,0.009,11.47,0.0246,0.0872,0.2753,-0.0442,0.2131,56.96,18.88,23.38,-0.0061,-0.1529,^ *****,26.46,9.365,10.78,5.567,0.8338,0.0349,0.1425,0.5898,3.272,24.81,1.259,-0.0224,1.099,0.8849,0.345,10.76,-0.0123,0.5578,0.7185,0.4165,2.154,3.531,0.4328,0.4852
297,298,8,2S18-9,tr8-141,51.62,0.1032,0.1159,^ *****,0.9786,0.4941,0.008,6.831,0.0342,0.1051,0.3674,-0.0056,0.1054,66.03,23.92,29.24,-0.007,-0.0489,^ *****,23.4,14.03,17.26,9.249,2.787,0.0282,0.1168,0.4512,2.976,19.27,1.746,-0.0319,0.7119,0.5861,0.2116,14.45,-0.0128,0.3456,0.4651,0.2573,2.589,4.168,0.4039,0.6622
298,299,8,2S19-2,tr8-142,35.85,0.0427,0.0907,^ *****,0.7264,0.4478,0.0067,22.86,0.0253,0.0923,0.2563,-0.0434,0.0981,57.43,19.08,24,-0.0057,-0.042,17.32,18.19,12.91,15.26,7.953,1.63,0.0176,0.1338,0.455,1.185,8.887,1.193,-0.0214,0.4369,0.3175,0.1015,10.8,-0.017,0.5045,0.662,0.355,2.78,4.581,0.2738,0.4722
